primary_category,seniority_group,salary_band,postings,median_salary,avg_applications
Logistics / Supply Chain,Entry Level,<3000,9304,2300.0,0.9518486672398968
Logistics / Supply Chain,Junior,3000-4999,9744,3600.0,1.8161945812807883
Logistics / Supply Chain,Junior,5000-7999,771,6000.0,5.2619974059662775
Logistics / Supply Chain,Junior,8000+,92,9900.0,8.695652173913043
Logistics / Supply Chain,Junior,<3000,8870,2550.0,0.6943630214205186
Logistics / Supply Chain,Manager,3000-4999,1041,4400.0,3.84149855907781
Logistics / Supply Chain,Manager,5000-7999,2714,6500.0,3.6577008106116433
Logistics / Supply Chain,Manager,8000+,1294,10000.0,6.28516228748068
Logistics / Supply Chain,Manager,<3000,120,2750.0,1.3416666666666666
Logistics / Supply Chain,Mid Level,3000-4999,920,3900.0,1.9945652173913044
Logistics / Supply Chain,Mid Level,5000-7999,392,6000.0,4.4438775510204085
Logistics / Supply Chain,Mid Level,8000+,238,10325.0,4.012605042016807
Logistics / Supply Chain,Mid Level,<3000,123,2650.0,0.8048780487804879
Logistics / Supply Chain,Senior,3000-4999,2100,4075.0,2.2676190476190476
Logistics / Supply Chain,Senior,5000-7999,1665,5650.0,3.1285285285285287
Logistics / Supply Chain,Senior,8000+,893,10000.0,5.465845464725644
Logistics / Supply Chain,Senior,<3000,322,2750.0,0.546583850931677
Manufacturing,Entry Level,3000-4999,906,3650.0,2.8973509933774833
Manufacturing,Entry Level,5000-7999,36,5500.0,8.25
Manufacturing,Entry Level,<3000,3230,2150.0,0.8486068111455108
Manufacturing,Junior,3000-4999,3418,3750.0,1.7200117027501463
Manufacturing,Junior,5000-7999,207,5500.0,5.36231884057971
Manufacturing,Junior,<3000,3231,2500.0,0.9622407923243578
Manufacturing,Manager,3000-4999,1031,4000.0,0.9689621726479146
Manufacturing,Manager,5000-7999,541,6250.0,2.931608133086876
Manufacturing,Manager,8000+,262,10000.0,5.942748091603053
Manufacturing,Manager,<3000,27,2700.0,0.7037037037037037
Manufacturing,Mid Level,3000-4999,1504,4000.0,0.7433510638297872
Manufacturing,Mid Level,5000-7999,234,6000.0,2.6025641025641026
Manufacturing,Mid Level,8000+,46,9600.0,2.6956521739130435
Manufacturing,Mid Level,<3000,122,2725.0,1.2622950819672132
Manufacturing,Senior,3000-4999,886,4000.0,1.4390519187358917
Manufacturing,Senior,5000-7999,315,6500.0,2.2095238095238097
Manufacturing,Senior,8000+,172,11500.0,4.988372093023256
Manufacturing,Senior,<3000,80,2725.0,0.5875
Marketing / Public Relations,Entry Level,3000-4999,2042,3500.0,2.6699314397649365
Marketing / Public Relations,Entry Level,5000-7999,88,5925.0,5.159090909090909
Marketing / Public Relations,Entry Level,<3000,2214,2650.0,1.446702800361337
Marketing / Public Relations,Junior,3000-4999,5414,3500.0,2.26819357222017
Marketing / Public Relations,Junior,5000-7999,463,5750.0,2.609071274298056
Marketing / Public Relations,Junior,8000+,65,10250.0,4.6923076923076925
Marketing / Public Relations,Junior,<3000,2037,2750.0,1.1855670103092784
Marketing / Public Relations,Manager,3000-4999,1544,4500.0,2.114637305699482
Marketing / Public Relations,Manager,5000-7999,3193,6500.0,3.2051362355151896
Marketing / Public Relations,Manager,8000+,1217,10000.0,10.606409202958094
Marketing / Public Relations,Manager,<3000,70,2750.0,1.1714285714285715
Marketing / Public Relations,Mid Level,3000-4999,255,4150.0,1.4392156862745098
Marketing / Public Relations,Mid Level,5000-7999,257,6250.0,5.330739299610895
Marketing / Public Relations,Mid Level,8000+,139,9500.0,5.633093525179856
Marketing / Public Relations,Senior,3000-4999,1978,4250.0,2.4438827098078866
Marketing / Public Relations,Senior,5000-7999,973,7500.0,2.725590955806783
Marketing / Public Relations,Senior,8000+,632,11500.0,11.469936708860759
Marketing / Public Relations,Senior,<3000,52,2800.0,0.8846153846153846
Medical / Therapy Services,Entry Level,3000-4999,892,4000.0,1.1076233183856503
Medical / Therapy Services,Entry Level,5000-7999,125,5750.0,0.352
Medical / Therapy Services,Entry Level,8000+,42,16499.5,0.21428571428571427
Medical / Therapy Services,Entry Level,<3000,406,2250.0,1.7857142857142858
Medical / Therapy Services,Junior,3000-4999,1147,4000.0,0.6242371403661726
Medical / Therapy Services,Junior,5000-7999,371,5500.0,0.444743935309973
Medical / Therapy Services,Junior,8000+,194,9750.0,0.36597938144329895
Medical / Therapy Services,Junior,<3000,247,2500.0,1.319838056680162
Medical / Therapy Services,Manager,3000-4999,68,4250.0,0.6617647058823529
Medical / Therapy Services,Manager,5000-7999,64,6000.0,1.25
Medical / Therapy Services,Mid Level,3000-4999,95,4250.0,1.0947368421052632
Medical / Therapy Services,Mid Level,5000-7999,61,5775.0,0.7377049180327869
Medical / Therapy Services,Mid Level,8000+,41,11000.0,0.7804878048780488
Medical / Therapy Services,Senior,3000-4999,94,4250.0,0.22340425531914893
Medical / Therapy Services,Senior,5000-7999,70,6625.0,0.42857142857142855
Medical / Therapy Services,Senior,8000+,54,12950.0,0.5740740740740741
Others,Entry Level,3000-4999,4123,3925.0,1.4821731748726656
Others,Entry Level,5000-7999,323,6000.0,4.08359133126935
Others,Entry Level,8000+,97,11000.0,2.2989690721649483
Others,Entry Level,<3000,3737,2250.0,1.2662563553652662
Others,Junior,3000-4999,3876,3837.5,2.5356037151702786
Others,Junior,5000-7999,817,6000.0,4.663402692778458
Others,Junior,8000+,301,10500.0,3.8471760797342194
Others,Junior,<3000,2441,2550.0,1.311347808275297
Others,Manager,3000-4999,1328,4500.0,1.3787650602409638
Others,Manager,5000-7999,1402,6250.0,3.7339514978601995
Others,Manager,8000+,1097,11500.0,6.0
Others,Manager,<3000,37,2750.0,1.6216216216216217
Others,Mid Level,3000-4999,1465,4050.0,1.4648464163822525
Others,Mid Level,5000-7999,386,6500.0,3.272020725388601
Others,Mid Level,8000+,366,11000.0,5.2103825136612025
Others,Mid Level,<3000,162,2575.0,1.4135802469135803
Others,Senior,3000-4999,856,4250.0,2.8983644859813085
Others,Senior,5000-7999,579,6250.0,2.8998272884283245
Others,Senior,8000+,691,11500.0,6.002894356005789
Others,Senior,<3000,88,2650.0,2.3068181818181817
Personal Care / Beauty,Entry Level,3000-4999,2107,4000.0,0.17845277645942098
Personal Care / Beauty,Entry Level,5000-7999,207,5250.0,0.2753623188405797
Personal Care / Beauty,Entry Level,8000+,25,14500.0,0.52
Personal Care / Beauty,Entry Level,<3000,677,2400.0,0.5288035450516987
Personal Care / Beauty,Junior,3000-4999,2375,4000.0,0.224
Personal Care / Beauty,Junior,5000-7999,131,6000.0,0.4580152671755725
Personal Care / Beauty,Junior,8000+,37,9000.0,0.32432432432432434
Personal Care / Beauty,Junior,<3000,601,2750.0,0.08818635607321132
Personal Care / Beauty,Manager,3000-4999,1111,4000.0,0.26372637263726373
Personal Care / Beauty,Manager,5000-7999,224,6750.0,0.6830357142857143
Personal Care / Beauty,Manager,8000+,235,9000.0,0.7574468085106383
Personal Care / Beauty,Mid Level,3000-4999,1912,4000.0,0.08629707112970711
Personal Care / Beauty,Mid Level,5000-7999,45,7250.0,0.13333333333333333
Personal Care / Beauty,Mid Level,8000+,20,10375.0,0.2
Personal Care / Beauty,Mid Level,<3000,25,2500.0,0.12
Personal Care / Beauty,Senior,3000-4999,221,4000.0,0.2669683257918552
Personal Care / Beauty,Senior,5000-7999,120,7225.0,0.15
Personal Care / Beauty,Senior,8000+,96,12000.0,0.4791666666666667
Personal Care / Beauty,Senior,<3000,26,2650.0,0.19230769230769232
Precision Engineering,Entry Level,3000-4999,27,3750.0,3.7777777777777777
Precision Engineering,Entry Level,<3000,46,2375.0,0.45652173913043476
Precision Engineering,Junior,3000-4999,194,3750.0,0.9690721649484536
Precision Engineering,Junior,5000-7999,23,5500.0,1.2173913043478262
Precision Engineering,Junior,<3000,165,2500.0,0.4303030303030303
Precision Engineering,Manager,5000-7999,64,5750.0,0.90625
Precision Engineering,Mid Level,3000-4999,42,3750.0,2.2142857142857144
Precision Engineering,Senior,3000-4999,63,4000.0,0.38095238095238093
Precision Engineering,Senior,5000-7999,35,5750.0,1.4857142857142858
Professional Services,Entry Level,3000-4999,513,4250.0,1.6101364522417154
Professional Services,Entry Level,5000-7999,107,6500.0,4.037383177570093
Professional Services,Entry Level,<3000,284,2400.0,2.2711267605633805
Professional Services,Junior,3000-4999,780,4000.0,1.7615384615384615
Professional Services,Junior,5000-7999,173,6250.0,2.566473988439306
Professional Services,Junior,8000+,66,11375.0,6.0
Professional Services,Junior,<3000,376,2150.0,0.9601063829787234
Professional Services,Manager,3000-4999,104,4250.0,2.0576923076923075
Professional Services,Manager,5000-7999,134,6500.0,3.529850746268657
Professional Services,Manager,8000+,126,11500.0,4.253968253968254
Professional Services,Mid Level,3000-4999,360,4150.0,0.8861111111111111
Professional Services,Mid Level,5000-7999,94,7000.0,1.5319148936170213
Professional Services,Mid Level,8000+,98,10000.0,7.26530612244898
Professional Services,Senior,3000-4999,93,4000.0,1.8602150537634408
Professional Services,Senior,5000-7999,90,7100.0,3.588888888888889
Professional Services,Senior,8000+,168,12000.0,4.8273809523809526
Public / Civil Service,Entry Level,3000-4999,80,3500.0,2.5875
Public / Civil Service,Entry Level,<3000,85,2437.5,1.3176470588235294
Public / Civil Service,Junior,3000-4999,113,3652.5,3.3805309734513274
Public / Civil Service,Junior,5000-7999,36,5825.0,1.5277777777777777
Public / Civil Service,Junior,<3000,59,2750.0,1.7796610169491525
Public / Civil Service,Manager,3000-4999,76,4500.0,2.473684210526316
Public / Civil Service,Manager,5000-7999,134,6250.0,4.08955223880597
Public / Civil Service,Senior,3000-4999,40,4200.0,2.55
Purchasing / Merchandising,Entry Level,3000-4999,219,3500.0,2.949771689497717
Purchasing / Merchandising,Entry Level,<3000,581,2500.0,1.180722891566265
Purchasing / Merchandising,Junior,3000-4999,1344,3500.0,2.6264880952380953
Purchasing / Merchandising,Junior,5000-7999,51,5300.0,7.470588235294118
Purchasing / Merchandising,Junior,<3000,1113,2700.0,1.141958670260557
Purchasing / Merchandising,Manager,3000-4999,153,4500.0,3.6013071895424837
Purchasing / Merchandising,Manager,5000-7999,289,6250.0,4.903114186851211
Purchasing / Merchandising,Manager,8000+,116,11000.0,9.991379310344827
Purchasing / Merchandising,Manager,<3000,24,3000.0,1.0
Purchasing / Merchandising,Mid Level,3000-4999,195,4000.0,2.6564102564102563
Purchasing / Merchandising,Mid Level,5000-7999,57,6750.0,5.43859649122807
Purchasing / Merchandising,Senior,3000-4999,406,4250.0,2.7857142857142856
Purchasing / Merchandising,Senior,5000-7999,122,6000.0,4.0
Purchasing / Merchandising,Senior,8000+,59,11500.0,7.745762711864407
Real Estate / Property Management,Entry Level,3000-4999,313,3600.0,3.747603833865815
Real Estate / Property Management,Entry Level,<3000,292,2650.0,2.565068493150685
Real Estate / Property Management,Junior,3000-4999,951,3600.0,2.7749737118822293
Real Estate / Property Management,Junior,5000-7999,49,5500.0,4.8979591836734695
Real Estate / Property Management,Junior,<3000,500,2650.0,2.04
Real Estate / Property Management,Manager,3000-4999,412,4500.0,3.4150485436893203
Real Estate / Property Management,Manager,5000-7999,583,6250.0,3.902229845626072
Real Estate / Property Management,Manager,8000+,211,10000.0,4.37914691943128
Real Estate / Property Management,Mid Level,3000-4999,68,4500.0,2.5
Real Estate / Property Management,Mid Level,5000-7999,32,6000.0,2.5625
Real Estate / Property Management,Senior,3000-4999,361,4400.0,2.509695290858726
Real Estate / Property Management,Senior,5000-7999,90,6000.0,4.344444444444444
Real Estate / Property Management,Senior,8000+,127,12500.0,8.259842519685039
Repair and Maintenance,Entry Level,3000-4999,255,3500.0,1.7137254901960783
Repair and Maintenance,Entry Level,<3000,1829,2350.0,0.7102241662110443
Repair and Maintenance,Junior,3000-4999,1221,3500.0,1.1122031122031122
Repair and Maintenance,Junior,5000-7999,40,5250.0,1.075
Repair and Maintenance,Junior,<3000,2281,2500.0,0.5120561157387111
Repair and Maintenance,Manager,3000-4999,123,4000.0,0.7073170731707317
Repair and Maintenance,Manager,5000-7999,128,6000.0,2.28125
Repair and Maintenance,Manager,8000+,149,9000.0,0.2348993288590604
Repair and Maintenance,Mid Level,3000-4999,515,3575.0,0.6679611650485436
Repair and Maintenance,Mid Level,5000-7999,38,6750.0,3.026315789473684
Repair and Maintenance,Mid Level,<3000,54,2700.0,1.2407407407407407
Repair and Maintenance,Senior,3000-4999,397,4000.0,0.6347607052896725
Repair and Maintenance,Senior,5000-7999,42,6250.0,4.214285714285714
Repair and Maintenance,Senior,8000+,37,9000.0,5.054054054054054
Repair and Maintenance,Senior,<3000,48,2550.0,0.020833333333333332
Risk Management,Entry Level,3000-4999,44,4000.0,3.977272727272727
Risk Management,Entry Level,5000-7999,21,6000.0,10.857142857142858
Risk Management,Junior,3000-4999,116,4000.0,3.6293103448275863
Risk Management,Junior,5000-7999,96,6000.0,7.020833333333333
Risk Management,Junior,8000+,24,10250.0,2.8333333333333335
Risk Management,Manager,5000-7999,206,6250.0,1.3009708737864079
Risk Management,Manager,8000+,205,11500.0,3.8536585365853657
Risk Management,Mid Level,5000-7999,26,6625.0,5.230769230769231
Risk Management,Mid Level,8000+,55,10715.0,5.7272727272727275
Risk Management,Senior,3000-4999,28,4675.0,3.0357142857142856
Risk Management,Senior,5000-7999,99,6250.0,2.6666666666666665
Risk Management,Senior,8000+,108,12000.0,3.7314814814814814
Sales / Retail,Entry Level,3000-4999,3439,3500.0,1.1503343995347484
Sales / Retail,Entry Level,5000-7999,308,5500.0,2.905844155844156
Sales / Retail,Entry Level,8000+,26,9000.0,3.6153846153846154
Sales / Retail,Entry Level,<3000,7166,2400.0,0.6574099916271281
Sales / Retail,Junior,3000-4999,7313,3617.5,0.7582387529057842
Sales / Retail,Junior,5000-7999,749,6000.0,2.088117489986649
Sales / Retail,Junior,8000+,117,9750.0,5.282051282051282
Sales / Retail,Junior,<3000,4695,2650.0,0.4308839190628328
Sales / Retail,Manager,3000-4999,3586,4000.0,0.8315672058003346
Sales / Retail,Manager,5000-7999,2765,6500.0,2.1200723327305604
Sales / Retail,Manager,8000+,949,10000.0,6.044257112750263
Sales / Retail,Manager,<3000,289,2700.0,0.8858131487889274
Sales / Retail,Mid Level,3000-4999,864,4150.0,0.7395833333333334
Sales / Retail,Mid Level,5000-7999,326,6750.0,2.2484662576687118
Sales / Retail,Mid Level,8000+,227,10350.0,6.13215859030837
Sales / Retail,Mid Level,<3000,80,2750.0,0.7875
Sales / Retail,Senior,3000-4999,1832,4000.0,1.0147379912663756
Sales / Retail,Senior,5000-7999,1217,8000.0,1.3788003286770747
Sales / Retail,Senior,8000+,565,13000.0,5.8353982300884955
Sales / Retail,Senior,<3000,191,2750.0,0.8167539267015707
Sciences / Laboratory / R&D,Entry Level,3000-4999,1413,4500.0,2.426751592356688
Sciences / Laboratory / R&D,Entry Level,5000-7999,1712,6000.0,0.8165887850467289
Sciences / Laboratory / R&D,Entry Level,8000+,479,9000.0,0.4279749478079332
Sciences / Laboratory / R&D,Entry Level,<3000,1663,2250.0,1.2369212266987373
Sciences / Laboratory / R&D,Junior,3000-4999,1267,4250.0,2.887134964483031
Sciences / Laboratory / R&D,Junior,5000-7999,639,6750.0,1.943661971830986
Sciences / Laboratory / R&D,Junior,8000+,180,9000.0,1.3388888888888888
Sciences / Laboratory / R&D,Junior,<3000,1001,2650.0,1.3786213786213786
Sciences / Laboratory / R&D,Manager,3000-4999,58,4600.0,4.862068965517241
Sciences / Laboratory / R&D,Manager,5000-7999,245,6500.0,2.204081632653061
Sciences / Laboratory / R&D,Manager,8000+,182,10000.0,2.6923076923076925
Sciences / Laboratory / R&D,Mid Level,3000-4999,83,4500.0,3.819277108433735
Sciences / Laboratory / R&D,Mid Level,5000-7999,288,6750.0,0.9513888888888888
Sciences / Laboratory / R&D,Mid Level,8000+,292,8862.5,1.4383561643835616
Sciences / Laboratory / R&D,Senior,3000-4999,255,4250.0,1.8941176470588235
Sciences / Laboratory / R&D,Senior,5000-7999,264,6250.0,3.7803030303030303
Sciences / Laboratory / R&D,Senior,8000+,297,11100.0,1.5555555555555556
Security and Investigation,Entry Level,3000-4999,189,3500.0,4.497354497354498
Security and Investigation,Entry Level,<3000,1352,2675.0,1.0399408284023668
Security and Investigation,Junior,3000-4999,165,3500.0,5.751515151515152
Security and Investigation,Junior,5000-7999,29,5650.0,2.7586206896551726
Security and Investigation,Junior,<3000,414,2500.0,1.5193236714975846
Security and Investigation,Manager,3000-4999,64,4000.0,16.140625
Security and Investigation,Manager,5000-7999,60,6000.0,6.25
Security and Investigation,Manager,8000+,25,10500.0,4.08
Security and Investigation,Mid Level,3000-4999,33,3750.0,7.878787878787879
Security and Investigation,Senior,3000-4999,27,3750.0,7.962962962962963
Security and Investigation,Senior,8000+,21,12250.0,1.1428571428571428
Social Services,Entry Level,3000-4999,592,3850.0,6.652027027027027
Social Services,Entry Level,5000-7999,20,5400.0,1.3
Social Services,Entry Level,<3000,649,2570.0,4.184899845916795
Social Services,Junior,3000-4999,1094,3985.0,4.3829981718464355
Social Services,Junior,5000-7999,74,5200.0,0.9594594594594594
Social Services,Junior,<3000,491,2750.0,3.8533604887983706
Social Services,Manager,3000-4999,147,4300.0,5.578231292517007
Social Services,Manager,5000-7999,102,5750.0,4.127450980392157
Social Services,Mid Level,3000-4999,52,4443.5,4.730769230769231
Social Services,Mid Level,5000-7999,77,5285.0,0.922077922077922
Social Services,Senior,3000-4999,108,4250.0,8.87037037037037
Social Services,Senior,5000-7999,184,5250.0,1.9293478260869565
Telecommunications,Entry Level,3000-4999,59,3500.0,4.52542372881356
Telecommunications,Entry Level,<3000,185,2450.0,0.9621621621621622
Telecommunications,Junior,3000-4999,122,3850.0,1.4508196721311475
Telecommunications,Junior,5000-7999,33,6000.0,1.0303030303030303
Telecommunications,Junior,<3000,56,2400.0,0.8392857142857143
Telecommunications,Manager,3000-4999,46,4250.0,1.0217391304347827
Telecommunications,Manager,5000-7999,41,6900.0,1.4878048780487805
Telecommunications,Manager,8000+,50,11675.0,4.3
Telecommunications,Mid Level,5000-7999,29,7500.0,1.4827586206896552
Telecommunications,Mid Level,8000+,42,10500.0,1.5714285714285714
Telecommunications,Senior,3000-4999,20,4375.0,2.85
Telecommunications,Senior,8000+,111,11102.5,3.990990990990991
Travel / Tourism,Entry Level,3000-4999,81,3750.0,2.049382716049383
Travel / Tourism,Entry Level,<3000,217,2300.0,3.0368663594470044
Travel / Tourism,Junior,3000-4999,194,4000.0,2.3556701030927836
Travel / Tourism,Junior,<3000,159,2650.0,2.993710691823899
Travel / Tourism,Manager,3000-4999,76,3675.0,1.1710526315789473
Travel / Tourism,Manager,5000-7999,26,6125.0,15.0
Travel / Tourism,Manager,8000+,21,10250.0,12.761904761904763
Travel / Tourism,Manager,<3000,36,2950.0,0.4722222222222222
Travel / Tourism,Mid Level,3000-4999,40,3850.0,2.425
Travel / Tourism,Mid Level,<3000,28,2650.0,1.8571428571428572
Travel / Tourism,Senior,3000-4999,28,3825.0,8.678571428571429
Travel / Tourism,Senior,8000+,27,11500.0,12.74074074074074
Wholesale Trade,Entry Level,3000-4999,180,3700.0,2.227777777777778
Wholesale Trade,Entry Level,5000-7999,24,5750.0,13.583333333333334
Wholesale Trade,Entry Level,<3000,386,2250.0,1.6709844559585492
Wholesale Trade,Junior,3000-4999,508,3850.0,2.8051181102362204
Wholesale Trade,Junior,5000-7999,89,6000.0,6.404494382022472
Wholesale Trade,Junior,8000+,38,10500.0,5.052631578947368
Wholesale Trade,Junior,<3000,267,2600.0,1.3595505617977528
Wholesale Trade,Manager,3000-4999,249,4000.0,0.9076305220883534
Wholesale Trade,Manager,5000-7999,156,6500.0,5.42948717948718
Wholesale Trade,Manager,8000+,151,10000.0,9.370860927152318
Wholesale Trade,Mid Level,3000-4999,209,4000.0,0.784688995215311
Wholesale Trade,Mid Level,5000-7999,43,7000.0,3.1627906976744184
Wholesale Trade,Mid Level,8000+,40,11250.0,2.875
Wholesale Trade,Senior,3000-4999,124,4000.0,1.5483870967741935
Wholesale Trade,Senior,5000-7999,60,6500.0,5.766666666666667
Wholesale Trade,Senior,8000+,99,12000.0,8.808080808080808
